oc,hl,vol,y
0.25,1.797500999999997,36600800,1
0.0200009999999934,0.8675009999999972,29337200,1
-2.022499000000004,2.389999000000003,45058800,1
-0.1425020000000003,1.092497999999999,26552400,-1
0.0625,1.0275000000000034,48098400,1
0.8525009999999966,1.0349999999999966,44443600,1
-0.0974999999999965,0.8849980000000031,29241200,1
-0.6025010000000037,1.1674990000000065,30912400,1
0.1049999999999968,0.922501000000004,44640400,1
-0.2225000000000037,0.744999,20004000,-1
-1.552498,2.4224960000000024,66412400,1
0.197498000000003,1.3674999999999995,42894400,1
0.4275019999999969,1.4274970000000025,26343600,-1
0.9549980000000032,2.029998999999997,30744000,1
-0.7624970000000033,1.0875020000000006,26186800,-1
0.6725009999999969,1.807499,32872000,1
-0.6950000000000003,1.1575009999999963,27991600,-1
-0.0275000000000034,0.7075009999999935,23202000,-1
-1.1099960000000024,1.3975030000000004,42309200,1
-0.1224970000000027,0.9449990000000028,33079200,1
0.8274990000000031,1.0875010000000032,21123600,-1
0.25,0.9924999999999996,20596000,-1
0.2849999999999966,1.297500999999997,20973200,-1
-0.7474970000000027,1.3250009999999932,28364000,-1
-1.1624979999999994,1.5200000000000031,37671600,1
0.2200009999999963,0.9650000000000034,30086800,1
0.2524989999999931,1.3899999999999937,26901200,-1
0.692501,1.2900009999999966,28034000,-1
-0.0299990000000036,0.725003000000001,18910000,-1
-0.1074979999999996,1.2075000000000031,24343600,-1
0.0274999999999963,0.8875010000000003,28350400,-1
-0.0549999999999997,0.8900039999999976,30018800,1
-0.2150000000000034,0.8400000000000034,51808000,1
1.3774980000000028,2.785000000000004,105362800,-1
-2.097500000000004,2.3950010000000006,57458800,1
0.7599990000000005,1.5825010000000006,41456400,1
-1.0274959999999993,1.9975019999999968,47258800,1
0.2050020000000003,0.9825019999999968,28838800,-1
0.0499990000000067,0.755001,22410000,-1
-1.292503999999994,1.4724999999999966,50647600,1
0.875,0.9874999999999972,38524400,1
0.1074989999999971,0.7175030000000007,21578400,-1
0.0649990000000002,0.5899999999999963,14155600,-1
1.802501999999997,2.0900000000000034,37203600,1
-1.447502,1.862503000000004,46523200,1
0.4000010000000031,0.9124989999999968,27342400,-1
0.3900000000000005,0.8549989999999994,18488400,-1
-0.1624989999999968,0.5925020000000032,23223600,-1
-0.2299999999999968,0.8675009999999972,21188000,-1
-0.1499979999999965,1.2000000000000028,25638800,-1
-0.735001000000004,0.8149980000000028,23379600,-1
-1.9725040000000007,2.244999,40434800,1
0.0499999999999971,1.7899969999999996,45470400,1
0.1875,0.8224980000000031,32097600,1
-0.5975000000000037,0.9199979999999996,32119600,1
0.0450019999999966,0.6474989999999963,34354800,1
-1.1400039999999976,1.3250010000000003,44536000,1
-0.3099979999999931,0.7574999999999932,60304400,1
0.4249989999999997,0.8549990000000065,35506000,1
-0.1049999999999968,0.6224970000000027,13886400,-1
-0.1075019999999966,0.5800020000000004,18285200,-1
0.7325020000000038,1.1325000000000005,25464400,-1
0.9174989999999994,1.2849999999999966,25805600,-1
-1.100003000000001,1.3874969999999962,23100400,-1
-0.2900009999999966,0.7975009999999969,23753600,-1
-0.2424999999999997,0.9324980000000024,20538400,-1
-1.1849970000000027,1.5,26263600,-1
-0.4324989999999999,1.3450010000000034,31485600,1
-0.1550020000000032,0.9725000000000036,27710800,-1
0.2075010000000006,1.2674979999999962,25511200,-1
0.7524980000000028,1.2000010000000003,31629600,1
-1.0799980000000031,1.5600009999999995,31984000,1
0.744999,1.1325000000000005,35908800,1
0.5549960000000027,1.0400009999999966,26310400,-1
-0.3024979999999999,0.5974999999999966,28419200,-1
0.1049989999999994,0.6575010000000034,25379200,-1
-0.0325019999999938,0.6799960000000027,21791600,-1
-0.0875010000000031,1.1474990000000034,23924000,-1
-0.2850000000000037,1.2625010000000003,24451600,-1
1.755001,2.799999,37351200,1
-0.4899979999999999,2.505001,47053600,1
-1.279997999999999,2.139999000000003,31097600,1
0.4625019999999935,1.2249980000000065,25884800,-1
-1.0499989999999997,1.7375040000000013,29050400,1
1.885002,2.424999,37042000,1
-1.1575010000000034,1.4150010000000035,25556400,-1
-0.2750010000000031,0.9699969999999992,27154400,-1
0.3075019999999995,1.2474970000000027,20822000,-1
-0.5275000000000034,1.3424989999999966,21828400,-1
0.2625009999999932,0.7399979999999999,18975200,-1
-2.617500000000007,2.674999,52960800,1
-0.1425020000000074,1.9175029999999964,63855600,1
-0.6324999999999932,1.0874939999999924,37464400,1
-0.1425019999999932,1.0925069999999977,52801600,1
-0.6324999999999932,2.242500000000007,104192400,-1
-2.7324979999999925,3.112503000000004,62016400,1
-3.3025050000000107,3.4800030000000106,69433200,1
1.0174939999999992,4.992499999999993,81005200,1
2.529999000000004,3.635002,76818000,1
-0.7724989999999963,3.467499000000004,85691600,-1
3.5625,5.207504,105549600,-1
-1.3974989999999965,3.362503000000004,74773200,1
0.5749959999999987,4.527500000000003,90641600,-1
-6.902499999999996,7.667499999999997,113325200,-1
0.1174999999999926,4.147498999999996,89074400,-1
3.194998999999996,4.652503999999993,65279200,1
-3.577499000000003,4.422500999999997,59740800,1
0.8024979999999999,2.925003000000004,54032800,1
